Eline Vegge,Oppgang B Østlis Gate 17,2834
Nikolai Sondre Karlsen,Mathildesgate 7,8384
Sander Haugen Jr.,Geiterygggata 3,6772
Thea Hanna Østby,Oppgang B Kumyra 5,2028
Isak Aasen,Leil. 695 Aasgata 2,4974
Synne Jacobsen III,Leil. 012 Kirkegrenda 45,6002
Håkon Solheim Smedsrud,Oppgang A Øvre Vassrøa 78,4910
Lucas Aas Krogh,Søndre Solskogen 0,5591
Sebastian Andreas Berge,Leil. 178 Bekkelunden 7,6300
Eirik Haugen III,Østre Furulia 0,6201
Helene Natalie Ødegård,Oppgang B Damgrenda 0,8251
Benjamin Johansen Haukelidsæter,Nedre Fiolkollen 32,7239
Kristine Pettersen Vegge,Oppgang A Østre Konvallskrenten 6,4200
Andrea Carlsen,Leil. 187 Granittbråten 40,4656
Hanna Aasen Holm,Nedre Tinghøgda 04,2632
Ingrid Aurora Larsen,Oppgang A Østre Malmstubben 6,5714
Elias Sørlie Wold,Hestemyrlyngen 2,6161
Dr. Elise Halvorsen,Nedre Fossemyra 87,5016
Elias Daniel Aasen,Solhøgda 85,1302
Aurora Smogeli Christiansen,Ryansgate 1,6686
Isak Oskar Henriksen,Andreassensvei 80,2817
Sofie Sæther Jr.,Pettersens Vei 54,4002
Jørgen Henrik Vedvik,Oppgang B Tingekra 2,3033
Aurora Løken,Oppgang A Jennys Vei 7,5018
Herman Markus Jacobsen,Borgegata 72,0465
Leah Mia Moen,Oppgang B Gamle Konvallvika 87,2818
Daniel Sondre Berge,Geiteryggtunet 2,6703
Henrik Torp Sr.,Oppgang B Nedre Solduggskogen 7,4579
Prof. Jenny Lie,Odaveien 73,0605
Theodor Johannes Andreassen,Øvre Tingplassen 05,5260
Fredrik Aksel Nguyen,Leil. 724 Søndre Geiteryggtoppen 63,6361
Natalie Marte Evensen,Oppgang A Sebastians Vei 57,9146
Noah Jonas Dahl,Damhaugen 1,4326
Mia Christiansen Sr.,Oppgang A Synnes Gate 8,4576
Sofie Kleven IV,Gamle Prestebråten 1,6730
Vilde Jenny Strand,Oppgang B Bjørkevika 3,5895
Oskar Fredrik Kristensen,Leil. 117 Eriksgate 8,5004
Mats Fredrik Martinsen,Bergeggen 2,6623
Håkon Olstad Andresen,Oppgang B Arnesensvei 20,0891
Sofie Wold Jensen,Oppgang A Tinghagen 6,0981
Mikkel Nielsen,Mathildegata 60,6490
Hanna Johansen,Oppgang A Furueggen 3,4401
Dr. Mia Sæther,Vestre Høylia 56,5700
Silje Sandra Fossum,Nedre Høyløkka 56,1281
Filip Lunde Hansen,Leil. 590 Jensens Vei 03,5720
Sindre Andreassen,Oppgang A Fossetoppen 36,7247
Noah Holm II,Soldugggropa 50,7607
Prof. Martin Karlsen,Henriks Vei 3,5202
Sara Andreassen IV,Litjmarka 6,9844
Ida Thea Christiansen,Oppgang B Øvre Konvallskrenten 1,0596
Martin Jonas Nielsen,Camillas Vei 21,0165
Camilla Løken Solli,Leil. 535 Grans Vei 14,5651
Dr. Noah Rasmussen,Vestre Tingrøa 9,9691
Ole Markus Fredriksen,Berglia 7,4032
Prof. Tuva Martinsen,Oppgang A Ryangata 66,1165
Marie Victoria Eriksen,Gamle Kustien 0,2422
Oskar Halvorsen I,Oppgang B Bergsvei 9,6888
Markus Johannes Hansen,Klokkerlia 0,5788
Thomas Daniel Smedsrud,Oppgang B Adrians Vei 0,1598
Tiril Haukelidsæter II,Oppgang B Geiteryggeggen 38,6641
Julie Evensen,Strands Gate 33,1413
Alexander Skuterud,Leil. 172 Tingfaret 9,4816
Kristian Jørgen Carlsen,Nedre Soldugghøgda 34,9521
Theodor Kasper Krogh,Haugens Gate 21,6859
Madeleine Mia Ødegård,Oppgang B Solbergsvei 3,4434
Adrian Erik Solli,Fosseekra 0,9306
William Sindre Mathisen,Leil. 782 Østre Furuhøgda 31,3913
Adrian Kristian Borge,Emiliesgate 50,3089
Mikkel Røed,Konvalltunet 28,9176
William Evensen III,Haukelidsæters Vei 51,4972
Mathilde Hanna Bjørnstad,Gamle Blåveistoppen 47,8535
Prof. Linnea Skoglund,Leil. 775 Gamle Bjørkeholtet 2,5773
Prof. Sandra Fjeld,Oppgang A Lillestien 94,5013
Nora Kvarme Christiansen,Elvespranget 0,1396
Emma Sara Solheim,Oppgang A Siljes Gate 37,9447
Eline Glosli,Høylia 1,7072
Alexander Solberg Kristensen,Oppgang B Fredriks Gate 0,5178
Kristian Adrian Haugen,Oppgang A Tingholtet 3,8412
Tuva Hanna Solberg,Aurorasvei 4,1356
Lucas Karlsen II,Bakkesvei 06,2821
Håkon Marius Aalerud,Øvre Fossekroken 14,7971
Kristine Nielsen,Vestre Fioltjernet 4,4666
Dr. Filip Sørensen,Bergekra 4,3009
Isak Jakobsen Torp,Oppgang B Gloslis Vei 0,5805
Leah Røed Finstad,Oppgang B Camillasvei 66,9424
Ida Holm Jr.,Leil. 049 Søndre Granlyngen 99,3841
Fredrik Nikolai Sørensen,Husebys Gate 7,1332
Leah Stensrud I,Litjgjerdet 0,3409
Frida Jensen IV,Oppgang B Solmoen 2,7607
Leah Eide Jr.,Nordbys Vei 89,5570
Dr. Håkon Jensen,Nygårdsgate 90,8613
Andreas Wold Aasen,Vestre Heggekollen 1,5964
Emilie Tuva Fjeld,Oppgang A Konvallgrenda 5,7602
Amalie Eline Pettersen,Oppgang A Østre Granlunden 21,8646
William Jonas Nordskaug,Oppgang B Fridasgate 7,5399
Mina Smedsrud,Søndre Bjørkegrenda 77,8100
Aurora Amalie Olstad,Oppgang A Sunnivasvei 6,3442
Dr. Andreas Skuterud,Oppgang A Damløkka 23,5783
Frida Mina Hagen,Henriksgate 2,5763
Silje Aas,Gamle Bjørkelyngen 12,3074
Tobias Fredrik Moen,Martegata 3,2164
Sondre Kristian Arnesen,Ødegårdsvei 7,0274
Anna Marte Edvardsen,Oppgang A Malmholtet 97,7980
Tuva Karoline Halvorsen,Litjplassen 9,0379
Leah Leah Aalerud,Eirikgata 11,3652
Fredrik Kristiansen,Granittskrenten 7,5222
Magnus Even Solli,Leil. 977 Johannessens Gate 41,3606
Martine Nygård Berntsen,Andreass Vei 1,3928
Aurora Hanna Fjeld,Hagens Vei 5,6098
Jonathan Holm Dahl,Leil. 963 Øvre Klokkervika 1,7268
Sander Olstad,Oppgang A Konvallfaret 33,1300
Sofie Jensen,Leil. 964 Torgbakken 5,2716
Benjamin Alexander Edvardsen,Oppgang B Kristensensgate 08,2162
Jenny Østby Sr.,Leil. 464 Kirkeskogen 86,9533
Nikolai Lars Nguyen,Leil. 875 Kristiangata 6,6091
Silje Ødegård,Leil. 839 Gamle Lillesvingen 4,7891
Markus Olsen V,Benjaminsvei 1,7818
Anders Erik Kleven,Østre Solspranget 3,7730
Ingrid Mina Moen,Leil. 655 Nedre Fiolstykket 00,1479
Jakob Mats Bakken,Oppgang A Øvre Bjørkehøgda 50,7005
Emilie Elise Smedsrud,Gamle Torgengen 5,6781
Madeleine Linnea Huseby,Leil. 937 Moens Vei 8,3961
Marte Holm,Oppgang B Øvre Bjørkesvingen 00,8195
Jørgen Solberg Solheim,Nedre Kirkevollen 5,7705
Anna Victoria Ødegård,Ryangata 4,2652
Camilla Myhrer I,Mathiass Vei 1,2212
Jørgen Sindre Hagen,Søndre Kirkeflata 43,9120
Hanna Tiril Larsen,Bekkegropa 9,2365
Silje Berg III,Fiolplassen 7,7089
Jenny Solberg,Granlyngen 60,2232
Elise Mia Mathisen,Oppgang B Selmas Vei 3,3744
Kasper Lucas Haukelidsæter,Andreassens Vei 1,1592
Nikolai Karlsen III,Torgvollen 27,7892
Magnus Ruud,Solengen 2,2029
Jakob Skuterud,Gamle Kirkestien 35,0773
Sondre Kasper Jensen,Oppgang B Johannessens Gate 96,3074
Noah Simen Evensen,Oppgang B Heggevika 82,4832
Marte Stensrud,Oppgang A Gamle Solekra 05,3672
Daniel Ole Borge,Nedre Bjørkestien 6,5783
Anna Torgersen Haugen,Leahs Vei 55,0251
Kristine Mia Ødegård,Østre Granlia 5,8168
Mats Andreassen Nilsen,Oppgang B Bjørnstads Vei 00,2167
Nikolai Isak Nguyen,Oppgang A Korslyngen 7,3614
Jørgen Alexander Evensen,Eikealléen 80,0750
Markus Daniel Stensrud,Oppgang A Ingridsvei 01,3880
Sunniva Maren Jacobsen,Oppgang B Furutoppen 3,2845
Ole Vegge,Østre Fosseløkka 69,0981
Ole Røed Evensen,Leil. 676 Korsgata 5,5238
Natalie Smogeli Haukelidsæter,Oppgang A Østre Solduggstubben 2,5427
Alexander Henrik Carlsen,Eriksengata 10,7622
Anna Borge Jr.,Leil. 646 Bergløkka 75,7525
Prof. Emil Østli,Oppgang A Malmkroken 97,0775
Dr. Lars Kvarme,Oppgang B Geiteryggplassen 8,0580
Dr. Even Bjerke,Søndre Damjordet 02,3912
Ida Thoresen Borge,Oppgang B Amalieveien 7,3528
Erik Ryan IV,Nedre Korsrøa 0,8842
Aurora Huseby,Sebastians Vei 7,9768
Prof. Nikolai Arnesen,Larsens Vei 57,1255
Daniel Martin Karlsen,Prestemyra 1,7027
Sondre Huseby,Damhøgda 47,6857
Sondre Rasmussen Jr.,Sofies Gate 6,3413
Eirik Bjørnstad V,Østre Grangjerdet 74,5602
Thomas Torp II,Oppgang B Myhrers Vei 41,9290
Dr. Emma Østby,Synnesvei 5,3719
Prof. Magnus Ryan,Leil. 033 Henriksengata 09,1376
Sandra Bakken Hansen,Oppgang B Blåveisberget 1,5214
Thomas Østby Moen,Oppgang A Søndre Damroa 7,2862
Prof. Emilie Bjørnstad,Leil. 282 Gamle Tingtjernet 55,7170
Martin Nielsen II,Oppgang B Gundersensgate 82,4515
Jørgen Dahl Danielsen,Klokkerroa 4,0650
Eline Selma Fjeld,Leil. 596 Granittspranget 1,3006
Kristine Kristiansen Myhrer,Sjømarka 2,2609
Mikkel Jonas Eriksen,Oppgang A Sarasgate 78,9990
Mia Østby,Elines Vei 7,0457
Jenny Christiansen III,Matss Vei 18,0551
Maja Jakobsen,Halvorsensvei 67,4504
Leah Madeleine Hansen,Nedre Geiteryggtoppen 6,7660
Herman Kristoffersen Myhrer,Oppgang A Anderssvei 6,1332
Theodor William Johansen,Fosseberget 9,0217
Prof. Sindre Pettersen,Oppgang B Kirkehøgda 5,2684
Dr. Thomas Johansen,Saragata 36,0712
Henrik Henrik Tangen,Oppgang B Aalerudsgate 9,0366
Marie Evensen Sæther,Oppgang B Arnesensvei 68,7429
Linnea Martinsen IV,Oppgang A Dahlsvei 91,4073
Hanna Eline Kvarme,Prestejordet 20,7168
Magnus Ødegård I,Leil. 657 Ryansvei 04,9517
Prof. Tuva Kvarme,Bjørkehagen 0,5144
Frida Nielsen Smogeli,Oppgang B Bergsgate 68,9650
Dr. Sunniva Hopland,Aalerudgata 4,1806
Markus Simen Berge,Oppgang A Nedre Bjørkehagen 3,6917
Jonathan Mats Larsen,Klokkerengen 9,1408
Johannes Emil Moe,Oppgang A Bekkestubben 28,0554
Benjamin Kvarme I,Solduggkroken 69,0280
Alexander Fredriksen,Hannas Gate 8,5565
William Theodor Løken,Oppgang A Danielsens Vei 9,5593
Sondre Olsen Stensrud,Madeleines Vei 69,9140
Simen Haukelidsæter Fredriksen,Oppgang A Østre Fosselunden 16,4332
Maja Linnea Jakobsen,Granfaret 29,5527
Lucas Kasper Halvorsen,Oppgang A Danielsensvei 9,0783
Dr. Karoline Skuterud,Gamle Korsstubben 34,3510
Linnea Østli,Vestre Korsløkka 07,6641
Marius Jonas Jørgensen,Oppgang A Presteskrenten 82,5505
Magnus Amundsen Nygård,Mariagata 89,2633
Martin Magnus Ryan,Oppgang B Helenegata 92,2656
Prof. Sander Olstad,Oppgang A Sollyngen 4,5214
Kristoffer Magnus Sørlie,Konvallengen 2,2620
Oda Mari Lunde,Nedre Blåveiskroken 41,2910
Kasper Kristiansen Nordskaug,Leil. 470 Leahsgate 33,6447
Dr. Herman Johnsen,Oppgang A Myhrers Gate 60,8648
Emma Torp,Oppgang B Nedre Fiolstubben 05,7891
Prof. Kasper Christiansen,Oppgang B Rognegrenda 07,6134
Dr. Marie Hagen,Oppgang A Vasseggen 64,6420
Herman Lunde,Leil. 684 Ingrids Gate 2,9024
Madeleine Synne Danielsen,Fiolrøa 7,9537
Sebastian Sørensen,Oppgang A Konvallløkka 11,8622
Kristian Johansen Jr.,Oppgang B Bergs Vei 48,0212
Madeleine Kristine Haukelidsæter,Leil. 466 Christiansens Gate 55,3089
Martin Christiansen II,Oppgang B Helenes Vei 1,5963
Jakob Erik Glosli,Oppgang A Tingstykket 4,9064
Tobias Oskar Aas,Østre Malmmarka 73,5814
Theodor Jørgensen II,Vestre Bjørkemyra 5,9841
Andreas Sebastian Edvardsen,Leil. 807 Granroa 0,3789
Prof. Håkon Haugen,Litjrøa 88,4836
Jonathan Johansen,Furumarka 3,3705
Prof. Mats Bjerke,Skoglundsvei 59,4484
Mina Huseby,Oppgang A Marens Gate 3,2360
Erik Ryan Hopland,Oppgang B Øvre Rognegrenda 46,1067
Fredrik Markus Nordby,Oppgang A Granroa 0,6502
Mina Jakobsen,Oppgang B Vestre Litjtoppen 53,3833
Celine Victoria Andersen,Danielsgate 9,6270
Sandra Lie,Oppgang B Marenveien 35,3205
Julie Johansen,Oppgang B Søndre Klokkerrøa 7,2280
Marie Nora Østli,Solskrenten 6,1852
Dr. Benjamin Skoglund,Tobiass Vei 01,7797
Kristine Smogeli Edvardsen,Bekketjernet 6,1359
Simen Elias Haugen,Oppgang A Oskars Gate 87,5640
Marius Noah Aasen,Leil. 067 Jennyveien 01,3260
Dr. Sofie Nygård,Leil. 852 Grangropa 3,4095
Markus Tangen Jr.,Leahsvei 8,9709
Ida Skoglund Edvardsen,Nordbysgate 6,3912
Prof. Markus Martinsen,Bjørkelunden 14,6538
Frida Kvarme Tangen,Akselsvei 97,6055
Leah Hanna Smogeli,Veggesgate 82,5336
Dr. Håkon Hopland,Leil. 515 Sørensenveien 7,6770
Johannes Herman Finstad,Bjørkemyra 88,9326
Leah Bjerke Ryan,Oppgang A Søndre Tingskrenten 01,8522
Prof. Alexander Huseby,Aaleruds Vei 31,6600
Jørgen Hagen Jr.,Oppgang A Eriks Gate 72,2640
Frida Vilde Olsen,Gamle Brugjerdet 0,0855
Vilde Anna Berntsen,Oppgang A Konvallengen 6,7079
Lucas Oliver Larsen,Oppgang B Ryans Gate 78,1762
Dr. Håkon Rasmussen,Oppgang B Christiansensvei 6,4745
Leah Sofie Gran,Bergeveien 8,4834
Tiril Sandra Kleven,Leil. 792 Solheims Vei 5,1375
Oliver Haugen Jr.,Moensvei 74,0502
Oskar Strand II,Theaveien 9,9265
Martine Tuva Arnesen,Tirilsgate 82,1358
Prof. Celine Stensrud,Torpgata 50,2620
Julie Krogh Sr.,Synnes Vei 3,7707
Amalie Karoline Berg,Oppgang A Nguyenveien 1,3919
Jonathan Sindre Hansen,Leil. 074 Bruplassen 15,4507
Marius Sander Thoresen,Gundersens Gate 5,0352
Helene Jacobsen,Granroa 1,6893
Andreas Erik Pettersen,Oppgang B Helenesvei 50,3133
Even Aalerud IV,Søndre Høyholtet 45,5447
Prof. Maren Andersen,Nedre Solengen 6,9415
Andrea Borge V,Nilsens Vei 2,2373
Anders Ruud II,Oppgang B Veggegata 0,5094
Sondre Aas,Oppgang A Tingholtet 73,9135
Sindre Moe Jr.,Oppgang B Sandersvei 66,0616
Joakim Johansen V,Leil. 651 Vestre Furutjernet 4,0678
Thomas Strand,Leil. 637 Gamle Malmfaret 0,3716
Magnus Eide Haugen,Leil. 698 Lundesvei 5,0951
Kaja Karoline Løken,Leil. 033 Kuholtet 6,9420
Hanna Silje Bakke,Synneveien 1,2821
Frida Eline Ruud,Markuss Vei 9,3425
Lucas Sæther,Oppgang B Vestre Torgfaret 8,0286
Hanna Borge V,Oppgang A Gamle Solskrenten 25,1341
Dr. Tobias Kleven,Leil. 389 Bjørnstads Gate 8,3736
Sara Celine Bakke,Klokkerspranget 9,7282
Oliver Filip Berg,Damhagen 0,6150
Prof. Johannes Andresen,Oppgang A Henriksensgate 18,9149
Mikkel Sander Jørgensen,Oppgang B Østre Bjørkestykket 4,7282
Nora Selma Evensen,Thomasgata 6,8753
Elias Håkon Fredriksen,Nedre Klokkerholtet 3,0681
Markus Daniel Vegge,Gamle Prestespranget 8,5542
Mikkel Bjerke,Øvre Geiteryggvika 00,1333
Martin Jørgen Rasmussen,Oppgang B Heddagata 58,5006
Mia Maren Smedsrud,Oppgang A Korstjernet 04,4687
Kristine Ida Haukelidsæter,Nedre Elvefaret 6,6390
Magnus Sebastian Strand,Leil. 114 Hestemyråsen 16,8231
Sofie Carlsen Danielsen,Leil. 919 Williamveien 2,5760
Mathias Østby Jr.,Gamle Konvallvollen 96,3928
Magnus Vedvik,Smogeligata 22,8027
Prof. Sandra Jørgensen,Bergalléen 3,0301
Elise Madeleine Kvarme,Fredriksensvei 12,3229
Linnea Evensen I,Sjøvika 50,5459
Sunniva Carlsen,Vildes Vei 74,8922
Mathilde Linnea Østby,Oppgang A Granittskogen 0,6396
Henrik Halvorsen,Leil. 391 Moes Vei 2,1285
Even Henriksen Kristensen,Oppgang A Aass Gate 2,6147
Frida Oda Bjerke,Oppgang B Theas Vei 7,1400
Isak Fjeld,Mariusveien 5,0652
Prof. Martine Berge,Klokkerhøgda 3,9690
Silje Larsen,Oppgang B Øvre Bjørkevollen 4,8288
Marius Andreas Andreassen,Oppgang A Hermanveien 88,4473
Magnus Borge Krogh,Ingrids Gate 06,1348
Mathias Martin Aas,Kirkeløkka 4,8198
Oda Maren Jensen,Leil. 269 Synneveien 2,7735
Maren Bakke III,Oppgang B Aasensvei 2,9294
Dr. Sondre Krogh,Oliverveien 18,3002
Lars Nordskaug,Oppgang A Sanders Vei 46,6034
Alexander Pettersen,Oppgang B Jacobsens Vei 1,7605
Prof. Leah Ødegård,Leil. 804 Øvre Rogneplassen 64,5260
Emma Berge Aas,Strandgata 36,4952
Thea Smogeli IV,Oppgang B Korsholtet 24,1278
Tobias Sondre Smedsrud,Danielveien 76,3474
Silje Oda Stensrud,Oppgang B Rasmussenveien 06,7067
Theodor Ole Lie,Østre Prestestykket 5,5306
Jørgen Henriksen Pettersen,Oppgang A Ingrids Vei 53,5428
Mats Amundsen I,Vestre Kirkebakken 5,0785
Linnea Kristiansen I,Fiolkollen 09,8802
Leah Leah Solli,Oppgang B Stensrudgata 6,1532
Madeleine Bakke IV,Oppgang B Camillagata 7,9496
Emilie Skuterud Eide,Oppgang A Gamle Fiollyngen 3,4154
Jenny Arnesen V,Oppgang B Torgtunet 82,6283
Prof. Mia Pettersen,Simensgate 0,1543
Jenny Løken,Malinsgate 1,6884
Sander Østby,Benjamins Vei 17,9308
Linnea Amalie Martinsen,Julieveien 47,2226
Leah Nilsen,Østre Prestestykket 2,7291
Mathilde Huseby Carlsen,Høytjernet 80,4134
Thomas Theodor Haukelidsæter,Leil. 168 Klevens Vei 4,5154
Dr. Mina Carlsen,Aalerudveien 82,2419
Emma Berntsen,Solvollen 46,8099
Oliver Erik Karlsen,Østre Klokkerflata 32,7871
Leah Vilde Fossum,Nedre Bruskogen 9,3605
Hedda Røed Jr.,Leil. 888 Tirilsgate 87,3544
Martin Lucas Kleven,Holmsgate 93,5470
Dr. Eline Larsen,Gloslisvei 2,2220
Henrik Olsen Jr.,Øvre Geiterygghaugen 19,8428
Dr. Elise Johansen,Bekkeengen 6,9445
Nikolai Noah Olsen,Oppgang B Elinesvei 45,5015
Mikkel Hopland Krogh,Oppgang B Danielsensvei 8,5833
Dr. William Skoglund,Kutoppen 03,4974
Julie Jacobsen Løken,Heggegrenda 80,2668
Emil Nordskaug,Oppgang B Bruekra 2,5354
Prof. Tuva Johnsen,Vassfaret 30,1616
Amalie Borge Røed,Vasstjernet 9,0752
Dr. Håkon Johansen,Vestre Elvehagen 27,0440
Theodor Nordby V,Lucassvei 5,3342
Håkon Ole Skuterud,Granittfaret 6,8385
Helene Madeleine Sæther,Oppgang A Minas Vei 0,4639
Andreas Isak Henriksen,Oppgang A Jonathansgate 8,8214
Kristine Ruud Halvorsen,Theaveien 15,6446
Lars Vedvik,Malmstranda 0,1925
Helene Silje Johannessen,Nedre Dammarka 3,3176
Sofie Frida Thoresen,Brubakken 93,7484
Even Thomas Aasen,Oppgang A Østbyveien 4,5724
Lars Ole Pedersen,Oppgang A Bekkegropa 8,0659
Aksel Pedersen I,Leil. 562 Heggestranda 40,1910
Alexander Johnsen Smedsrud,Eliseveien 47,7898
Aksel Kristensen,Joakimsgate 62,9043
Marte Silje Nordby,Blåveismyra 35,2264
Prof. Emma Solli,Leil. 087 Finstadveien 5,7856
Mathilde Andrea Henriksen,Leil. 609 Malmjordet 4,3520
Ida Sørlie Jensen,Oppgang A Søndre Torgstranda 2,7260
Maren Arnesen Ryan,Leil. 052 Strandgata 7,7770
Prof. Thomas Bakke,Sæthergata 7,5451
Kristine Berg,Oppgang B Synnegata 07,7213
Daniel Kristiansen Ødegård,Oppgang B Mikkelgata 13,3253
Dr. Aksel Evensen,Oppgang B Myhrerveien 5,3480
Malin Sofie Krogh,Olstadveien 2,5341
Filip Anders Skoglund,Nedre Granittrøa 03,0309
Vilde Torgersen,Konvallmoen 67,2331
Aurora Olsen II,Granalléen 37,3720
Camilla Østli III,Tirilsvei 48,5416
Leah Oda Henriksen,Oppgang A Klokkereggen 58,4501
Mathilde Olstad,Oppgang B Erikgata 06,9306
Anna Sandra Moe,Oppgang B Vestre Vasslunden 6,8419
Noah Rasmussen Rasmussen,Oppgang A Larsensvei 2,2017
Prof. Natalie Solberg,Leil. 905 Leahs Gate 58,8982
Prof. Helene Halvorsen,Røedveien 2,4513
Anna Solli I,Leil. 140 Kristinesvei 73,3904
Thomas Isak Hopland,Søndre Granittstien 9,6803
Prof. Herman Christiansen,Oppgang B Jonathans Vei 5,2050
Victoria Moe,Leil. 029 Martinveien 5,3214
Celine Emilie Wold,Oppgang B Borgegata 8,7433
Oskar Eide Mathisen,Woldsvei 5,6807
Sunniva Solberg Henriksen,Oppgang B Haugens Vei 49,5746
Maja Bakken Sr.,Oppgang A Søndre Lillegjerdet 09,2422
Jenny Madeleine Gundersen,Øvre Vasstunet 0,5725
Isak Smogeli,Oppgang B Torps Gate 2,0037
Synne Camilla Gran,Leil. 876 Arnesenveien 56,2950
Marius Joakim Pettersen,Oppgang B Sebastians Vei 09,5417
Jørgen Svendsen,Ødegårdsvei 34,8411
Erik Halvorsen Pettersen,Leil. 979 Solheimsvei 71,1358
Marte Vilde Bjørnstad,Kroghs Gate 5,2205
Hanna Sara Finstad,Vestre Lilletjernet 92,4590
Mathilde Natalie Lie,Oppgang B Bjerkesgate 8,4915
Jonas Kristensen Fredriksen,Nguyensgate 0,3044
Adrian Lucas Berg,Vestre Sjøbråten 3,6688
Camilla Løken Berg,Østre Eikegjerdet 8,4868
Aurora Berntsen I,Oppgang A Sanders Vei 04,9173
Thomas Ole Nguyen,Oppgang A Jakobs Vei 1,4046
Henrik Anders Bjerke,Oppgang A Martinsensvei 1,4047
Anna Sunniva Berntsen,Leil. 541 Oliversgate 7,4698
Håkon Elias Glosli,Leil. 155 Bjørkejordet 71,8250
Sofie Huseby,Oppgang A Søndre Torgvika 6,7448
Mikkel Tangen,Leil. 111 Gamle Furuhaugen 4,5809
Kristian Jakobsen Danielsen,Leil. 081 Søndre Litjåsen 01,9304
Sofie Mina Haugen,Olivers Gate 28,6903
Maren Kristine Hopland,Mariuss Gate 16,4706
Anna Linnea Evensen,Nygårdveien 1,8136
Vilde Solli V,Andreassensvei 8,6025
Mikkel Henrik Berge,Johannessens Vei 2,3133
Sander Daniel Evensen,Jensenveien 43,6149
Frida Jenny Johannessen,Leil. 094 Fiolvika 7,7482
Sindre Martinsen Nordby,Oppgang B Sarasvei 9,9162
Tuva Strand Eide,Tinglunden 72,5784
